Datetime,Username,Text,Location,Cleaned_Tweets
2022-07-23 19:56:12+00:00,nrmln93,So lucky @GrabMY is available around this time when I'm so hungry  😸. The rider is also so understanding. https://t.co/Tk85aRNjrt,"Petaling, Wilayah Persekutuan ",lucky available around time hungry rider also understanding
2022-07-24 07:19:23+00:00,nurulafreenazmr,im in the phase of im hungry but im not going to eat,,phase hungry going eat
2022-07-24 07:35:12+00:00,Dankbaar27,"@RaymondNewsMPB Hmm, thought I was the only one feeling hungry all the time. HSO Day-2.",.,hmm thought one feeling hungry time hso day
2022-07-24 15:48:11+00:00,hellolqmn,"paying rm50 for burgers+fries for room service means you dont know if your hungry stomach, the food, or the price is telling you that the food is actually delicious 🙉",@helloluqman,paying rm burgersfries room service mean know hungry stomach food price telling food actually delicious
2022-07-25 07:17:08+00:00,sirennextdoor,"My cat kept meowing because he's hungry, but also him, when I gave him his T20 food https://t.co/efWPqbtl75",,cat kept meowing hungry also gave food
2022-07-26 10:19:55+00:00,asjojes,hungry for home-cooking 😓,Selangor,hungry homecooking
2022-07-27 06:49:13+00:00,maverickbobo,Do you know the difference between hungry and horny? It depends on where you put the cucumber.,Sepang,know difference hungry horny depends put cucumber
2022-07-27 16:16:25+00:00,shasha_il,"After argue on a few things

You know what I'm feeling right now?
What? You angry?
No...I'm feeling so hungry right now
Sabar, 10th mile shop 24 hours 
...
So here we are. After we settled my workers' problem. Dari pagi tak balik rumah lagi. https://t.co/APJwqkQ2lT","Kuching, Sarawak",argue thing know feeling right angry noi feeling hungry right sabar th mile shop hour settled worker problem dari pagi tak balik rumah lagi
2022-07-28 07:46:41+00:00,simersidhuuu,i am so many things and hungry is definitely one of them.,,many thing hungry definitely one
2022-07-29 14:27:09+00:00,AyieZach,Last meal at 1.30 pm. Now I'm so fucking hungry 😭,"Petaling, Selangor",last meal pm fucking hungry
2022-07-29 16:02:48+00:00,AlannaEloa,"I'm so hungry, not enough food to my taste. Cost of living is expansive. Single life alone in Malaysia. Don't worry die also alone. To start struggling back to the previous life. How to continue shouldering these pain again. Hopefully there's employer to hire me not to marry me",,hungry enough food taste cost living expansive single life alone malaysia worry die also alone start struggling back previous life continue shouldering pain hopefully employer hire marry
2022-07-29 16:24:12+00:00,AlannaEloa,"These type of people no matter how nice I've been talking, they don't care since they are also ""hungry"". They are not gonna lifting me up but bringing me down because I am a single, now old lady. I hope there is no discrimination at workplace soon so that I can earn peace at soul",,type people matter nice talking care since also hungry going lifting bringing single old lady hope discrimination workplace soon earn peace soul
2022-07-29 22:43:56+00:00,farhahdean,Having breakfast this early cuz I’m hungry.,Malaysia,breakfast early cuz hungry
2022-07-30 04:07:35+00:00,Nakedtrombonist,"Have a good Hungry Ghost Festival soon to all who observe it 🔥👻

#comedy #standupcomedy #malaysiancomedy #hungryghostfestival #trumpet #trombone #musicalcomedy #comedyclub #comedian 

#TikTok https://t.co/DOwpJM2dtr",Malaysia,good hungry ghost festival soon observe
2022-07-31 05:14:40+00:00,CirnoFumoTan,"""Quiet lunch at a loud con.""

Gudako (with her iconic eyes) with kouhai, eggplant. Hungry ghost with tanned fairy, and Nezuko. And spaghetti. At Autism Cafe Project, owned by a friend. https://t.co/F0zfnqs7LF",Malaysia,quiet lunch loud con gudako iconic eye kouhai eggplant hungry ghost tanned fairy nezuko spaghetti autism cafe project owned friend
2022-07-31 09:36:56+00:00,AlannaEloa,"To continue be a great ""quality teacher"", does it means I have to live hungry or with less value food nutritions to protect that little cheap salary?",,continue great quality teacher mean live hungry le value food nutrition protect little cheap salary
2022-07-31 13:19:31+00:00,andrechlai,"云顶吉冷（饼厂）盂兰公会今天庆赞中元节。

他们继续如以往的祭典，这是自疫情爆发以来他们一直在做的。

Hungry Ghost Genting Kelang prayers is taking place at their office at Jalan Teratai 2,Taman P Ramlee, Genting Kelang. Its good to see Mr Heng, the association chairman. https://t.co/46VDmBXKsx",Kuala Lumpur,hungry ghost genting kelang prayer taking place office jalan teratai taman p ramlee genting kelang good see mr heng association chairman
2022-08-01 10:35:54+00:00,BNerdy13,@_cuddleboii @AidanMcWhore And you both share the same birthdate. So obvi lah hungry cock whore 🤣🤣🤣,"Kuantan, Pahang",share birthdate obvi lah hungry cock whore
2022-08-01 13:21:48+00:00,mlllandy,Not so hungry but want to eat but my mind said to me don't eat 🤣 what a miserable night,"Kajang, Selangor",hungry want eat mind said eat miserable night
2022-08-02 03:49:37+00:00,SheilaSandhu,"1 month to complete a yr.
Small umeed that on that day if everyone could say a prayer, feed an animal or a few hungry souls, plant a tree in #SidharthShukla's name n send him blessings🙏🙏 https://t.co/QstGUshlz1",,month complete yr small umeed day everyone could say prayer feed animal hungry soul plant tree name n send blessing
2022-08-03 13:33:46+00:00,chulacima,I’ve decided to post pictures of my food until i felt i don’t need to. The last pictures make me hungry 🤤 @ Malaysia https://t.co/oiSStPXO40,,decided post picture food felt need last picture make hungry malaysia
2022-08-04 14:38:01+00:00,sljgn,Just threw up all my dinner. Now I’m hungry asf. Damn u double line,Stuck in trauma 노래나 부를래겨우 뱉어내는,threw dinner hungry asf damn double line
2022-08-04 18:47:32+00:00,sajayuk,Too hungry right now.,Malaysia,hungry right
2022-08-05 06:38:07+00:00,OfficialJoannaJ,Sleeping and donkey decided to call me from Johor to tell me that he is hungry and that he’s eating Texas chicken -.- What do I do with my boys.,Malaysia.,sleeping donkey decided call johor tell hungry eating texas chicken boy
2022-08-05 20:51:15+00:00,AlannaEloa,Hopefully the rain is no more outside walking to purchase water. Sleepy and hungry actually. Girl life.,,hopefully rain outside walking purchase water sleepy hungry actually girl life
2022-08-06 00:03:50+00:00,iamghani,Unique handmade sausage taste. But not too filling as I would imagined. Still hungry after one sausage 😫 https://t.co/xgu5a5bUzG,"Tokyo-to, Japan",unique handmade sausage taste filling would imagined still hungry one sausage
2022-08-06 00:28:35+00:00,JohnGri75729809,"@nevillebartos12 And we have people starving, hungry,  homeless and dying in the country.
All this because of Tory misrule and profiteering.",,people starving hungry homeless dying country tory misrule profiteering
2022-08-06 01:12:44+00:00,StuartEBromley,@BenShields2 @jodymatey @HBattelley @3dancingfeet @Rach061992 @MissAlysPE @PhilMathe79_PE I did The Hungry Caterpillar last year online by amalgamating ideas of a few YouTube clips. @watsonliam_ may have a few ideas.,"Kota Kinabalu, Sabah",hungry caterpillar last year online amalgamating idea youtube clip may idea
2022-08-06 02:54:53+00:00,AlannaEloa,"After I have my Foreign Passport should the need arise, I'll delete all my social media, start a fresh a new breath. It's so painful &amp; depression life in Malaysia. If not because of Passport replacement I won't return back here. My tummy never hungry in Australia even without job",,foreign passport need arise delete social medium start fresh new breath painful amp depression life malaysia passport replacement return back tummy never hungry australia even without job
2022-08-06 05:59:15+00:00,AlannaEloa,"I am not even get married at the age of 41, please 😔 now No Malaysian Passport some more 😔 hungry my tummy as always 😔",,even get married age please malaysian passport hungry tummy always
2022-08-06 10:42:38+00:00,enriquemikail,"I am hungry, who should i eat for dinner 🍽","Kuala Lumpur, Wilayah Persekut",hungry eat dinner
2022-08-08 11:08:23+00:00,shrewdmind,I hope the hungry ghosts will look after my house while I'm gone,TM-01-27,hope hungry ghost look house gone
2022-08-09 04:58:57+00:00,ArifRalph,Not too hungry for lunch. Got room for sabweh. Cute wrapper by @ernestngBRO https://t.co/HQb8isb3CL,Kings Landing / KL,hungry lunch got room sabweh cute wrapper
2022-08-09 05:18:07+00:00,CirnoFumoTan,"""To or not to...""

.....hungry ghost period. But wrong Hungry Ghost appeared to tell me to ""go and get it"".

#yuyukosaigyouji #hungryghost #hungryuyuko #touhou #fumo #plushie #damansaraperdana #malaysia #burgerking https://t.co/0S80cqblHP",Malaysia,hungry ghost period wrong hungry ghost appeared tell go get
2022-08-09 13:53:00+00:00,nigelskelchy,@EdgeCityFilms Really? It is hungry ghost month,"Kuala Lumpur, Malaysia",really hungry ghost month
2022-08-09 21:32:48+00:00,zaimhq,"Dine alfresco style &amp; enjoy a breath of fresh air with your meal. With a myriad of cuisines to choose from, breakfast just got a whole lot easier.

Come &amp; check it out in Strand Mall, next to Alpha IVF &amp; Women’s Specialist. 

Come hungry, leave happy!

#strandmall #kotadamansara https://t.co/tmYhzuClxA","Krasnovodsk, Turkmenistan",dine alfresco style amp enjoy breath fresh air meal myriad cuisine choose breakfast got whole lot easier come amp check strand mall next alpha ivf amp woman specialist come hungry leave happy
2022-08-11 03:29:25+00:00,harun_tajudin,"The Ghost Festival, also called the Hungry Ghost Festival, is held on the 15th day of the seventh lunar month. Both Buddhists and Taoists celebrate this festival.The belief is that the gate to the underworld opens on the first day of the seventh lunar. #hungryghost https://t.co/4uRUHjQnfL","Kuala Lumpur City,Kuala Lumpur",ghost festival also called hungry ghost festival held th day seventh lunar month buddhist taoist celebrate festivalthe belief gate underworld open first day seventh lunar
2022-08-11 04:34:45+00:00,Frhxnnnsss,@pronouncedsunny Kinda hungry for cake,Meleisial,kind hungry cake
2022-08-11 12:00:17+00:00,Msia_jp,"ﾜｧ───ヽ(*ﾟ∀ﾟ*)ﾉ───!

Jalan AlorでHungry Ghost Festivalなう👹 1日目って言ってた

#ジャランアロー の真ん中
外には極太の線香がいっぱい焚かれてて、濃い煙でもっくもくです😂

👻悪さをされませんように🙏🏻✨

#Malaysia #中元节 #マレーシア
#ハングリーゴーストフェスティバル https://t.co/fzLmW4xUaL",Malaysia (最寄りの空港はKULだけど田舎/森),jalan alorhungry ghost festival
2022-08-12 04:05:43+00:00,David_STLoh,"Members of the Khoo clan pray with offerings during a prayer ceremony in conjunction with the Hungry Ghost Festival in George Town.

#simplypenang #effortlesslycharming https://t.co/LtRAX2DlAF",Asia.,member khoo clan pray offering prayer ceremony conjunction hungry ghost festival george town
2022-08-12 05:21:06+00:00,ruffleseed,How to spend the hungry ghost festival.. discussing food. https://t.co/BVVgvkasrx,Malaysia,spend hungry ghost festival discussing food
2022-08-12 12:15:22+00:00,shrewdmind,"Me: Omg, the amount of calorie rich caramelised chocolate cakes in @hourlydesimen page makes me hungry

My mind: Stop it you fat bitch",TM-01-27,omg amount calorie rich caramelised chocolate cake page make hungry mind stop fat bitch
2022-08-12 14:42:58+00:00,andrechlai,"鹅唛路盂兰盆会邀请我们出席中元节祭祀。在过去两年疫情关系而无法举办祭祀活动。

我在这里有不少老朋友，很多都加入了公正党并主动帮助我们。

We were invited by Jalan Gombak Yee Lan association for their annual Hungry Ghost prayers. https://t.co/kFN75GeP1C",Kuala Lumpur,invited jalan gombak yee lan association annual hungry ghost prayer
2022-08-13 15:38:11+00:00,edwinmasripan,"This man (we call Aya) would come after games hour 630 pm and sometimes 11pm selling karipap, goreng pisang etc.

Being teenagers, we're always hungry and have no money.

We would owe him and ask to pay when we have our allowances. https://t.co/lRtiGfQPku",Shah Alam.,man call aya would come game hour pm sometimes pm selling karipap goreng pisang etc teenager always hungry money would owe ask pay allowance
2022-08-14 04:22:37+00:00,EdwinNurdjajadi,descended with wobbly knees &amp; hungry tummy! 😅,"Kuching, Sarawak",descended wobbly knee amp hungry tummy
2022-08-14 07:59:30+00:00,JohnGri75729809,"@eddygraham39 @davidhencke T. Coffey and J.R. Mogg, two Christians, could not give two F . . ks or two monkeys for poor, under privileged, sick, homeless, hungry adults and children what a pair of Wankers",,coffey jr mogg two christian could give two f k two monkey poor privileged sick homeless hungry adult child pair wanker
2022-08-14 09:19:39+00:00,syedsigaraga,"Idk if am so hungry, or this pesto pasta is so freaking delicious. Like REALLY delicious. Worth the RM26 ! https://t.co/FauvdP6UHu","Johor Bahru, Johor",know hungry pesto pasta freaking delicious like really delicious worth rm
2022-08-14 14:31:28+00:00,David_STLoh,"Tai Su Yeah ( Hokkien), an 8.53m giant paper effigy in flame during the Hungry Ghost Festival, in Bukit Mertajam, Penang.

The festival peaked on Aug 14, when the giant effigy was wheeled out to the middle of Jalan Pasar and burned. 

#simplypenang #effortlesslycharming https://t.co/hJGmN9prFI",Asia.,tai su yeah hokkien giant paper effigy flame hungry ghost festival bukit mertajam penang festival peaked aug giant effigy wheeled middle jalan pasar burned
2022-08-15 13:05:38+00:00,aribahabdullah,Burnt too much fat during midday and now I’m hungry again 🤡 gonna fast and let them autophagy runs,,burnt much fat midday hungry going fast let autophagy run
2022-08-15 16:50:14+00:00,andrechlai,"天竺寺在阔别2年后再次举办中元节平安晚宴。

我记得我们在 2020 年 2 月才参加了他们的新寺开幕仪式。但意料不到的是，没多久我国就因喜来登政变和 Covid 19 疫情而陷入动荡。

我诚挚祝福天竺寺理事会主席刘先生以及其理事会。

Tien Juk Temple had its first Hungry Ghost dinner in 2 years. https://t.co/jBKTYmZS6d",Kuala Lumpur,covid tien juk temple first hungry ghost dinner year
2022-08-16 05:20:12+00:00,HenryCHGoh,"Common things are common; do not over think, over strategise or even overdo. Do try to solve matters from the basic first. 

Just like if you are hungry, just eat :-p

#quotes #lifewellfed #srilanka #food @ ALIYAA https://t.co/5teVXcPTi4",Malaysia,common thing common think strategise even overdo try solve matter basic first like hungry eat p aliyaa
2022-08-16 14:17:00+00:00,muhamadahjiz,"I know aside from BN, there's no fight among the political parties in Malaysia. All weak and disorganised. All hungry only for money and power - never about the Rakyat's prosperity.
But I ask everyone out there, is voting for BN a dignified move?
https://t.co/bHQ7FDmGk4",,know aside bn fight among political party malaysia weak disorganised hungry money power never rakyats prosperity ask everyone voting bn dignified move
2022-08-18 00:23:02+00:00,AlannaEloa,This is the best example to illustrate about the word HUNGRY,,best example illustrate word hungry
2022-08-18 02:57:34+00:00,cakewhatt,Hungry + Gloomy weather = Sleepy. 😪,,hungry gloomy weather sleepy
2022-08-19 11:45:33+00:00,EatDrinkMsia,"When you bring a bottle of sherry for dinner and the restaurant actually has some old school "" sherry glasses""..lol...

#gonzalezbyass 
#notyourauntysherry @ Hungry Bacon https://t.co/uOPZci5t8m",Kuala Lumpur Malaysia,bring bottle sherry dinner restaurant actually old school sherry glasseslol hungry bacon
2022-08-20 13:18:34+00:00,afmnurdin,I am so hungry at all sudden but really no idea what to eat. I am in no mood to cook not even a ramyeon,,hungry sudden really idea eat mood cook even ramyeon
2022-08-22 03:03:03+00:00,jenichok,21/8/2022 Sunday 7pm Dinner with my boys and nephew. #italianfood #mysons #ryantanmynephew #hungry #yummilicious #workhardeatwell @ Little Italy at Capital https://t.co/rH3mNxTAVq,"Kota Kinabalu, Sabah",sunday pm dinner boy nephew little italy capital
2022-08-22 10:11:04+00:00,JohnGri75729809,"@daleandrew13 @PhantomPower14 @AnasSarwar @ScottishLabour @ScotTories JC 4 PM. 
Socialism and a Socialist  government is the only answer to the difficulties seen in the UK. Equal Rights 4 all. Redistribution of wealth. No more people homeless, hungry and affordable education for all.",,jc pm socialism socialist government answer difficulty seen uk equal right redistribution wealth people homeless hungry affordable education
2022-08-23 04:36:02+00:00,megatishak,"Cold, cold office room today. Can't go out to eat because I'm waiting for my turn to present. And yes, I'm hungry.",,cold cold office room today go eat waiting turn present yes hungry
2022-08-23 04:59:33+00:00,itshareez,"tall bf 🤝 short, clingy, indecisive, always hungry gf",Anfield,tall bf short clingy indecisive always hungry gf
2022-08-23 08:37:09+00:00,MrDon72588989,@sillyKashish Hi Are You Hungry you Want Capaty or Briyani Rice Can Order Now Tq Boss🙏🌹,,hi hungry want capaty briyani rice order tq bos
2022-08-23 09:20:11+00:00,AishahDeArt,"After the event , we felt so hungry . We're so lucky that our brother @lanitamart  treat us for a lunch.. .. We love you abg Lan 😁😁

#artist #artistoninstagram #artlover #artoftheday #artismalaysia https://t.co/qOArkVcOtG","Petaling Jaya, Selangor",event felt hungry lucky brother treat u lunch love abg lan
2022-08-23 15:52:43+00:00,_umaraziz,"High-key excited to go to office because I have half a loaf of sourdough waiting for me there.

Also free magnum

Whalaowei I swear I thought I had standards but I'm just a hungry gij.",Kota Damansara,highkey excited go office half loaf sourdough waiting also free magnum whalaowei swear thought standard hungry gij
2022-08-24 00:37:25+00:00,CirnoFumoTan,"""Breakfast.""

But what should I start fir- 

*Hungry Ghost help you choose*

Right, forgot I brought her to work. 

#yuyukosaigyouji #hungryghost #touhou #fumo #plushie #malaysia #breakfast #tausarpiah #bahulu https://t.co/sIzP30Gg7c",Malaysia,breakfast start fir hungry ghost help choose right forgot brought work
2022-08-25 14:43:09+00:00,Ehoon6,"@nonchan21777 What happened, just now feeling hungry and now your leg. Do you require my assistance","Kota Bharu, Kelantan",happened feeling hungry leg require assistance
2022-08-26 10:48:01+00:00,borneogeek,When you use AI during Hungry Ghost month 👻 https://t.co/P4ykyug3So,Kota Kinabalu,use ai hungry ghost month
2022-08-27 12:46:37+00:00,Aida_Asmadi,"Hungry, but not hungry enough to eat rice",Wilayah Persekutuan Kuala Lump,hungry hungry enough eat rice
2022-08-27 17:06:05+00:00,nirmalsbhat,"And now the order shows cancelled.... Pathetic service @foodpanda_my
@NandosMY  This was supposed to be family dinner and my kids went back to sleep hungry. https://t.co/d6pv6t5FId",India | Malaysia ,order show cancelled pathetic service supposed family dinner kid went back sleep hungry
2022-08-27 18:36:13+00:00,___yingg,"Then I got hungry at 2AM because I ate so little since last night, made something to eat &amp; vomited everything again. Now I have to sleep with an empty stomach again. 

And the cycle repeats, everyday.",,got hungry ate little since last night made something eat amp vomited everything sleep empty stomach cycle repeat everyday
2022-08-28 07:27:20+00:00,aivsmt,"So hungry that i’m so fucking angry right now. 

Das right, i issa hangry.",Singapore,hungry fucking angry right da right issa hangry
2022-08-28 13:53:55+00:00,missbutton_,I am hungry.. people got covid lost appetite… me hungry 24/7,"Kuala Lumpur Federal Territory, Malaysia",hungry people got covid lost appetite hungry
2022-08-29 12:13:49+00:00,mookswarfare,High &amp; hungry as fuck,BAY AREA,high amp hungry fuck
2022-08-29 14:15:30+00:00,missbutton_,@JiaQinz Same girl same… its like there is a hungry ghost inside my tummy… i am a covid patient but eat like i starving for 3 days,"Kuala Lumpur Federal Territory, Malaysia",girl like hungry ghost inside tummy covid patient eat like starving day
2022-08-30 06:20:54+00:00,maslight,@divedownbelow 🤣 🤣 🤣.  Am trying not to be hungry but am burning too much calories.,Land Below The Wind ,trying hungry burning much calorie
2022-08-30 15:54:32+00:00,missbutton_,I am hungry and my throat hurt,"Kuala Lumpur Federal Territory, Malaysia",hungry throat hurt
2022-09-01 01:17:42+00:00,rshazrin,"Earning enough that the thought of me or my children going hungry never occurred to me. End #poverty everywhere.
#sustainability #ClimateAction #carbonfootprint #NetZero #ClimateEmergency #SDG #ESG","Damansara, Selangor",earning enough thought child going hungry never occurred end everywhere
2022-09-01 09:09:52+00:00,sekmung,"Hungry but haven’t showered, have no idea what to eat and stressing over shit that made me happy.",,hungry showered idea eat stressing shit made happy
2022-09-01 09:38:57+00:00,SheilaSandhu,"The difference btw giving in #SidharthShukla's name n taking from it...
Much thanks to @syedmerajhusain ji CEO of @bhamlafoundatio n his team for sending prayers n Blessings in Sid's name by giving to the hungry.🙏🙏 https://t.co/tGejxrSxIe",,difference way giving name n taking much thanks ji ceo n team sending prayer n blessing sids name giving hungry
2022-09-01 16:01:48+00:00,Qaqarottt,"I'm sooooo hungry, I can eat a 🦕 now!!!!","Kelang, Selangor",sooooo hungry eat
2022-09-02 22:41:30+00:00,noonebutcarmen,"I designed a Maths Escape Room Challenge for my Y6s to end what we call a Frantic Friday 😂

🌠I love my class. My only prayer is for them to engage in the learning purposefully and stay hungry to learn. https://t.co/ax3yY3sTqC",Kuala Lumpur Federal Territory,designed math escape room challenge y end call frantic friday love class prayer engage learning purposefully stay hungry learn
2022-09-04 12:40:36+00:00,ChandraRubnee,Not hungry . Not interested . Don’t want to .,"Johor Bahru, Johor",hungry interested want
2022-09-04 15:28:47+00:00,AlannaEloa,"Yes, my weight is 90kg ++ something. Maybe because of bones density. I drunk million galloons of fresh milk in Australia, that's the thing I love Australia most. Here in Malaysia I'm having stomach aching everyday hungry and healthy meals are super expensive with little money",,yes weight kg something maybe bone density drunk million galloons fresh milk australia thing love australia malaysia stomach aching everyday hungry healthy meal super expensive little money
2022-09-05 06:11:43+00:00,changing_shade,Productivity goes down when im hungry-like urghh… where my food at?,Kuala Lumpur City,productivity go hungrylike urghh food
2022-09-05 14:23:39+00:00,Ditto69D,"I think i, 'm in Love... No wait,  I was just hungry... 😋😋 https://t.co/FOj0Ba5qpe","Damansara, Selangor",think love wait hungry
2022-09-05 14:59:32+00:00,OfficialJoannaJ,Dude these medicines makes me so effing hungry man wtf.,Malaysia.,dude medicine make effing hungry man wtf
2022-09-05 16:22:00+00:00,travelcooky,"@Buildbuilddd Congratulated for your recovered. 
Do what you like to do!
U have a bright future!
U deserve it all！

Stay hungry
Stay foolish https://t.co/k295toVwBr",Malaysia,congratulated recovered like bright future deserve stay hungry stay foolish
2022-09-05 17:18:44+00:00,luxentX,"Went to bed at 10:30pm. Had a strange dream, woke up to go to the toilet at midnight. Now I am wide awake and hungry. My body clock is messed up.",Petaling Jaya,went bed pm strange dream woke go toilet midnight wide awake hungry body clock messed
2022-09-06 13:46:17+00:00,SyakillaChang,I don't feel so good. I want go to sasa or Sephora or whoever have it. I'm hungry but i don't feel like to eat anything. I want take hot shower and wash my hair and change my bedsheets. I want have deep sleep. My boo very far away. So far away.,"Kota Kinabalu, Sabah 🇲🇾",feel good want go sasa sephora whoever hungry feel like eat anything want take hot shower wash hair change bedsheets want deep sleep boo far away far away
2022-09-07 06:47:52+00:00,husnaharunn,Im not really hungry but i have to eat but i dont know what to so what should i eat?,"Petaling, Selangor",really hungry eat know eat
2022-09-07 07:47:15+00:00,n_ahwal,"70% of the time kids throws tantrum because they are tired , hungry, or need attention.",Rahchiew,time kid throw tantrum tired hungry need attention
2022-09-07 09:18:03+00:00,YesZYou,"Hungry??Pastry On!! 
Low battery? U just need coffee...grab and go enjoy the day peeps! ❤️
#foodie
#Photos
#pastry 
#coffee https://t.co/GuZeolqLQt",,hungrypastry low battery need coffeegrab go enjoy day peep
2022-09-07 11:33:53+00:00,shuveshek,"@MY_Airports only one restaurant open at KLIA 2. Really??? Orders are backed up for half an hour .. they are not accepting orders.vgonna board on a hungry stomach, thanks 👍👍👍",India,one restaurant open klia really order backed half hour accepting ordersvgonna board hungry stomach thanks
2022-09-07 18:55:09+00:00,AlannaEloa,"Whether you are still thinking or I am still waiting, these all painful life I am still living with until now 😭 Tummy is hungry as usual. Now must force to sleep for few hours, for tomorrow. Gosh!!🙄",,whether still thinking still waiting painful life still living tummy hungry usual must force sleep hour tomorrow gosh
2022-09-07 19:51:46+00:00,CJ_Janesh,"Suddenly Im sweating badly, hands are shivering, fucking hungry.. 

Is this normal??","Kajang, Selangor",suddenly sweating badly hand shivering fucking hungry normal
2022-09-07 20:03:11+00:00,amzaryomar,I knew I can't sleep cuz I'm hungry.  I need to hold it.,"Bandar Melaka, Malacca",knew sleep cuz hungry need hold
2022-09-08 00:12:41+00:00,acapsyahir,Shit. I’m so hungry. I can’t even write a memo. https://t.co/qYBLaZnxca,PEN,shit hungry even write memo
2022-09-08 01:07:47+00:00,IntanEdgar,@miund But so hungry tho 😩,"Dallas, TX",hungry though
2022-09-08 05:03:28+00:00,y4n123,"@ShashaBlackKatz Mestiiiii! Man, cake talk. I’m hungry now. But I can’t leave this QF match! https://t.co/tabm50p7OJ","Kota Kinabalu, Sabah",mestiiiii man cake talk hungry leave qf match
2022-09-08 12:29:43+00:00,AlannaEloa,"I also hungry and asked money from Australian friend. She is not asking me how's my conditions in here but non stop texting me. Where are they who are ""using"" my father since my father living and ""working"" for them?",,also hungry asked money australian friend asking condition non stop texting using father since father living working
2022-09-09 04:19:23+00:00,SMQotaddah,"@firdauspaklah Hungry Bird Cafe in Canggu, nicest in Bali, coffee wise.",Jordan,hungry bird cafe canggu nicest bali coffee wise
2022-09-09 12:24:32+00:00,CicerGracia,"Hungry, sleepy, exhausted","Sabah, Malaysia",hungry sleepy exhausted
2022-09-09 17:00:15+00:00,zubairkhawaja,@TalatHussain12 Watching them walk through the fabulous corridors of PM office and greeted by immaculately attired #PrimeMinister and Co. I instantly felt apologetic to the countless hungry ppl lying half naked under open skies. How can we be so insensitive,,watching walk fabulous corridor pm office greeted immaculately attired co instantly felt apologetic countless hungry people lying half naked open sky insensitive
2022-09-09 17:32:39+00:00,CurryKhoo,"Stay hungry, stay foolish. Found out most Entrepreneurs and Founders in Penang are not hungry enough. They stay on their confirm zone. Hence Penang are one of the best place for retirement.","Penang, Malaysia",stay hungry stay foolish found entrepreneur founder penang hungry enough stay confirm zone hence penang one best place retirement
2022-09-10 02:44:15+00:00,CurryKhoo,"@irzzwani @Kingscrusher99 Too much good foods in Penang, that’s why they never hungry.","Penang, Malaysia",much good food penang never hungry
2022-09-11 03:12:21+00:00,Milchastargazer,My mom trapped a rat that was in the kitchen and my dad haven't released him outside yet cuz if was raining heavily yesterday. My mom fed it some cheese cuz she was afraid it might be hungry. ❤️,,mom trapped rat kitchen dad released outside yet cuz raining heavily yesterday mom fed cheese cuz afraid might hungry
2022-09-11 03:56:42+00:00,anwarinterns,"DS @anwaribrahim states that we should not give up on the system, because your silence empowers the ones hungry for power. 

They use the system—they even use religion—as tools to propel themselves politically. 

It is our responsibility to keep these politicians accountable.",,d state give system silence empowers one hungry power use systemthey even use religionas tool propel politically responsibility keep politician accountable
2022-09-11 07:35:29+00:00,afmnurdin,Now I am hating the mom of this kiddo.... Yesterday I provided you my schedule so that you can let me know upfront your time💩💩Are you guys home or not....hish I hate waiting while I am hungry,,hating mom kiddo yesterday provided schedule let know upfront timeare guy home nothish hate waiting hungry
2022-09-12 00:18:46+00:00,AlannaEloa,"Pls stop bother hanging words that come from any mouths written by poor minds. Just come here without delay. My heart is sick. My tummy is hungry without proper food. Don't entertain the words that I have decided long time ago to be put in the drains, garbage cans, garbage bins",,pls stop bother hanging word come mouth written poor mind come without delay heart sick tummy hungry without proper food entertain word decided long time ago put drain garbage can garbage bin
2022-09-12 01:49:19+00:00,n_azreen,@melatinungsari Now I’m hungry but also pls share the author’s name,Close to the equator,hungry also pls share author name
2022-09-12 04:51:02+00:00,ruffleseed,"At the end of the day, your alcohol will be turned into vinegar aggressively, and ~5 to 20% enters the bloodstream.. and increases stomach fluid.. making you hungry, and desire eat high calorific food. (Like fast food)",Malaysia,end day alcohol turned vinegar aggressively enters bloodstream increase stomach fluid making hungry desire eat high calorific food like fast food
2022-09-12 05:02:30+00:00,yi_jyi,@MonkiiPP @PDomundi @CwrNew @NormalMomm Hungry 🤤… Got chance want to try also ~,Malaysia,hungry got chance want try also
2022-09-12 10:41:42+00:00,DatoJulien,Anwar on his lifelong goal lot be a PM when his boat has already sailed. Power-hungry politicians don’t fare well for the future of Malaysia,"Cyberjaya, Malaysia",anwar lifelong goal lot pm boat already sailed powerhungry politician fare well future malaysia
2022-09-13 04:11:45+00:00,sarahshdn,Craving for Korean fried chicken at this point coz imma hungry person,"Kuala Lumpur, Malaysia",craving korean fried chicken point coz going hungry person
2022-09-13 15:23:26+00:00,tgwtst,You know when you're damn hungry starving and whatever you eat after that feels so good..Not necessarily because the food but because you were hungry..Now imagine getting care when you're most deprived of it..It might actually be something genuine or great but the mind wonders..,,know damn hungry starving whatever eat feel goodnot necessarily food hungrynow imagine getting care deprived itit might actually something genuine great mind wonder
2022-09-14 07:43:16+00:00,sarazalii,"The nurses, paeds &amp; even my CL suka jaga anak aku sbb dia diam je. Well, you guys didn’t see the time where he CRY HYSTERICALLY when he’s hungry 🥲 he keep it clean only for his mama to see 🥲🥲🥲🥲🥲","Petaling Jaya, Selangor",nurse paeds amp even cl suka jaga anak aku sbb dia diam je well guy see time cry hysterically hungry keep clean mama see
