Datetime,ID,Username,Text,Translated_Tweets,Location
2022-02-02 10:42:05+00:00,1.49E+18,MrNobody95dj,"Kenape selalu ""Tarif elektrik: Kos operasi tinggi dorong kenaikan harga barang""  Tapi takde pulak ""Kenaikan harga barang dorong kenaikan gaji pokok di Malaysia""

Setiap tahun akan ada jugak artikel yang menyatakan syarikat² besar ni untung berjuta!","Always ""electricity tariffs: high operating costs of rising prices"" but no ""rising prices of prices of basic salary increases in malaysia""

Every year there will be an article that says these big companies are worth millions!","Gombak, Selangor"
2022-02-02 10:42:05+00:00,1.49E+18,MrNobody95dj,"Kenape selalu ""Tarif elektrik: Kos operasi tinggi dorong kenaikan harga barang""  Tapi takde pulak ""Kenaikan harga barang dorong kenaikan gaji pokok di Malaysia""

Setiap tahun akan ada jugak artikel yang menyatakan syarikat² besar ni untung berjuta!","Always ""electricity tariffs: high operating costs of rising prices"" but no ""rising prices of prices of basic salary increases in malaysia""

Every year there will be an article that says these big companies are worth millions!","Gombak, Selangor"
2022-02-02 10:42:05+00:00,1.49E+18,MrNobody95dj,"Kenape selalu ""Tarif elektrik: Kos operasi tinggi dorong kenaikan harga barang""  Tapi takde pulak ""Kenaikan harga barang dorong kenaikan gaji pokok di Malaysia""

Setiap tahun akan ada jugak artikel yang menyatakan syarikat² besar ni untung berjuta!","Always ""electricity tariffs: high operating costs of rising prices"" but no ""rising prices of prices of basic salary increases in malaysia""

Every year there will be an article that says these big companies are worth millions!","Gombak, Selangor"
2022-02-02 17:09:42+00:00,1.49E+18,aiamDeen,"Gabung kementerian2 utk cari penyelesaian kenaikan harga ayam.. Media elektronik, media cetak dgn bangganya mempromosi Keluarga Malaysia amat prihatin dgn kenaikan harga barang..Meeting sana sini dengan makan &amp; minum yang enak-enak.

Laaa..Ayam turun 20sen je ke @IsmailSabri60??","Join the ministries to find a solution to the increase in chicken prices .. Electronic media, print media proudly promoting the Malaysian family is very concerned about rising prices..meeting here and there with eating & amp; Drink delicious.

Laaa..ayam dropped 20sen to @ismailsabri60 ??",Kuala Lumpur
2022-02-02 17:09:42+00:00,1.49E+18,aiamDeen,"Gabung kementerian2 utk cari penyelesaian kenaikan harga ayam.. Media elektronik, media cetak dgn bangganya mempromosi Keluarga Malaysia amat prihatin dgn kenaikan harga barang..Meeting sana sini dengan makan &amp; minum yang enak-enak.

Laaa..Ayam turun 20sen je ke @IsmailSabri60??","Join the ministries to find a solution to the increase in chicken prices .. Electronic media, print media proudly promoting the Malaysian family is very concerned about rising prices..meeting here and there with eating & amp; Drink delicious.

Laaa..ayam dropped 20sen to @ismailsabri60 ??",Kuala Lumpur
2022-02-02 17:09:42+00:00,1.49E+18,aiamDeen,"Gabung kementerian2 utk cari penyelesaian kenaikan harga ayam.. Media elektronik, media cetak dgn bangganya mempromosi Keluarga Malaysia amat prihatin dgn kenaikan harga barang..Meeting sana sini dengan makan &amp; minum yang enak-enak.

Laaa..Ayam turun 20sen je ke @IsmailSabri60??","Join the ministries to find a solution to the increase in chicken prices .. Electronic media, print media proudly promoting the Malaysian family is very concerned about rising prices..meeting here and there with eating & amp; Drink delicious.

Laaa..ayam dropped 20sen to @ismailsabri60 ??",Kuala Lumpur
2022-02-02 17:09:42+00:00,1.49E+18,aiamDeen,"Gabung kementerian2 utk cari penyelesaian kenaikan harga ayam.. Media elektronik, media cetak dgn bangganya mempromosi Keluarga Malaysia amat prihatin dgn kenaikan harga barang..Meeting sana sini dengan makan &amp; minum yang enak-enak.

Laaa..Ayam turun 20sen je ke @IsmailSabri60??","Join the ministries to find a solution to the increase in chicken prices .. Electronic media, print media proudly promoting the Malaysian family is very concerned about rising prices..meeting here and there with eating & amp; Drink delicious.

Laaa..ayam dropped 20sen to @ismailsabri60 ??",Kuala Lumpur
2022-02-04 07:12:13+00:00,1.49E+18,nadialatiff22,Terasa betul harga barang naik. Grocery aku pun kemain harga spike. Ke sebab bulan ni aku rajin masak🤣 https://t.co/ImQr9pPOKb,It feels like the price of goods goes up. Grocery I also cost spike. To this month I was diligent in cooking https://t.co/imqr9ppokb,SentulEast | KUL
2022-02-04 07:12:13+00:00,1.49E+18,nadialatiff22,Terasa betul harga barang naik. Grocery aku pun kemain harga spike. Ke sebab bulan ni aku rajin masak🤣 https://t.co/ImQr9pPOKb,It feels like the price of goods goes up. Grocery I also cost spike. To this month I was diligent in cooking https://t.co/imqr9ppokb,SentulEast | KUL
2022-02-04 07:12:13+00:00,1.49E+18,nadialatiff22,Terasa betul harga barang naik. Grocery aku pun kemain harga spike. Ke sebab bulan ni aku rajin masak🤣 https://t.co/ImQr9pPOKb,It feels like the price of goods goes up. Grocery I also cost spike. To this month I was diligent in cooking https://t.co/imqr9ppokb,SentulEast | KUL
2022-02-04 07:12:13+00:00,1.49E+18,nadialatiff22,Terasa betul harga barang naik. Grocery aku pun kemain harga spike. Ke sebab bulan ni aku rajin masak🤣 https://t.co/ImQr9pPOKb,It feels like the price of goods goes up. Grocery I also cost spike. To this month I was diligent in cooking https://t.co/imqr9ppokb,SentulEast | KUL
2022-02-04 07:12:13+00:00,1.49E+18,nadialatiff22,Terasa betul harga barang naik. Grocery aku pun kemain harga spike. Ke sebab bulan ni aku rajin masak🤣 https://t.co/ImQr9pPOKb,It feels like the price of goods goes up. Grocery I also cost spike. To this month I was diligent in cooking https://t.co/imqr9ppokb,SentulEast | KUL
2022-02-04 12:10:43+00:00,1.49E+18,asyikinnoh,Kenaikan harga barang ni ada sikit nak buat aku giveup jadi bakers buat bisnes sendiri.,The rise in the price of this item is a bit to make me giveup as a bakers for my own business.,Malaysian
2022-02-04 12:10:43+00:00,1.49E+18,asyikinnoh,Kenaikan harga barang ni ada sikit nak buat aku giveup jadi bakers buat bisnes sendiri.,The rise in the price of this item is a bit to make me giveup as a bakers for my own business.,Malaysian
2022-02-04 12:10:43+00:00,1.49E+18,asyikinnoh,Kenaikan harga barang ni ada sikit nak buat aku giveup jadi bakers buat bisnes sendiri.,The rise in the price of this item is a bit to make me giveup as a bakers for my own business.,Malaysian
2022-02-04 12:10:43+00:00,1.49E+18,asyikinnoh,Kenaikan harga barang ni ada sikit nak buat aku giveup jadi bakers buat bisnes sendiri.,The rise in the price of this item is a bit to make me giveup as a bakers for my own business.,Malaysian
