Datetime,ID,Username,Text,Translated_Tweets,Location
2022-02-01 09:22:51+00:00,1.49E+18,kyairen,Kelaparan 😬 @ Half Briton Coffee https://t.co/DzqgisL3Cj,Hunger 😬 @ Half Briton Coffee https://t.co/dzqgisl3cj,Kuala Lumpur
2022-02-01 09:22:51+00:00,1.49E+18,kyairen,Kelaparan 😬 @ Half Briton Coffee https://t.co/DzqgisL3Cj,Hunger 😬 @ Half Briton Coffee https://t.co/dzqgisl3cj,Kuala Lumpur
2022-02-01 09:22:51+00:00,1.49E+18,kyairen,Kelaparan 😬 @ Half Briton Coffee https://t.co/DzqgisL3Cj,Hunger 😬 @ Half Briton Coffee https://t.co/dzqgisl3cj,Kuala Lumpur
2022-02-01 19:13:15+00:00,1.49E+18,fathull_hussein,"Pukuk 3 pagi kelaparan, terus grill kambing kat atas non stick pan","3 am starving, keep a goat grill over Non Stick Pan",iN THe MiDDLe oF NoWHeRe
2022-02-01 19:13:15+00:00,1.49E+18,fathull_hussein,"Pukuk 3 pagi kelaparan, terus grill kambing kat atas non stick pan","3 am starving, keep a goat grill over Non Stick Pan",iN THe MiDDLe oF NoWHeRe
2022-02-01 19:13:15+00:00,1.49E+18,fathull_hussein,"Pukuk 3 pagi kelaparan, terus grill kambing kat atas non stick pan","3 am starving, keep a goat grill over Non Stick Pan",iN THe MiDDLe oF NoWHeRe
2022-02-02 04:50:49+00:00,1.49E+18,adlyzulkefly,Satu malam kena tinggal habis kelaparan https://t.co/9v0I4mNFtM,One night has to be starved https://t.co/9v0i4mnftm,Semenanjung Malaysia
2022-02-02 04:50:49+00:00,1.49E+18,adlyzulkefly,Satu malam kena tinggal habis kelaparan https://t.co/9v0I4mNFtM,One night has to be starved https://t.co/9v0i4mnftm,Semenanjung Malaysia
2022-02-02 04:50:49+00:00,1.49E+18,adlyzulkefly,Satu malam kena tinggal habis kelaparan https://t.co/9v0I4mNFtM,One night has to be starved https://t.co/9v0i4mnftm,Semenanjung Malaysia
2022-02-03 14:46:52+00:00,1.49E+18,FarrahWahida_,"org nampak kita macam ada duit , org tak nampak macam mana kita struggle cari duit dan ikat perut .","People see us as we have money, people don't see how we struggle to make money and belly.",Malaysia
